WORKSHEET,CATEGORY,SUBCATEGORY,DATA_TYPE,96_FIELD_NAME,10_FIELD_NAME,FIELD DESCRIPTION ,WKSHT CD,LINE,COLUMN
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_6,S3_2_C4_7,Interns & Residents,S300002,00700,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_7,S3_2_C4_8,Home Office Personnel,S300002,00800,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_8,S3_2_C4_9 ,SNF,S300002,00900,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_801,S3_2_C4_10,Excluded Area Salaries,S300002,01000,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_9,S3_2_C4_11,Contract Labor,S300002,01100,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_903,S3_2_C4_12,Management and Administrative Services,S300002,01200,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_10,S3_2_C4_13,Contract Labor:  Physician Part A,S300002,01300,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_11,S3_2_C4_14 ,Home Office Salaries & Wage Related Csts,S300002,01400,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_11,S3_2_C4_1401,Home Office Salaries,S300002,01401,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_11,S3_2_C4_1402,Related Salaries,S300002,01402,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_12,S3_2_C4_15,Home Office:  Physician Part A,S300002,01500,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_1201,S3_2_C4_16,Teaching Physician Salaries,S300002,01600,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_13,S3_2_C4_17 ,Wage Related Costs Core,S300002,01700,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_14,S3_2_C4_18 ,Wage Related Costs Other,S300002,01800,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_15,S3_2_C4_19,Excluded Areas ,S300002,01900,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_16,S3_2_C4_20,Non-Physician Anesthetist Part A,S300002,02000,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_17,S3_2_C4_21,Non-Physician Anesthetist Part B,S300002,02100,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_18,S3_2_C4_22 ,Physician Part A,S300002,02200,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,,S3_2_C4_2201,Physician Part A Teaching,S300002,02201,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_19,S3_2_C4_23,Physician Part B,S300002,02300,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_1901,S3_2_C4_24 ,Wage Related Costs RHC/FQHC,S300002,02400,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_20,S3_2_C4_25 ,Interns & Residents,S300002,02500,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,,S3_2_C4_2550,Interns & Residents,S300002,02550,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,,S3_2_C4_2551,Interns & Residents,S300002,02551,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,,S3_2_C4_2552,Interns & Residents,S300002,02552,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,,S3_2_C4_2553,Interns & Residents,S300002,02553,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_21,S3_2_C4_26 ,Employee Benefits,S300002,02600,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_22,S3_2_C4_27 ,Administrative and General,S300002,02700,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_2201,S3_2_C4_28 ,Administrative & General under contract ,S300002,02800,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_23,S3_2_C4_29,Admin & Gen Under Contract,S300002,02900,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_24,S3_2_C4_30,Operation of Plant,S300002,03000,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_25,S3_2_C4_31,Laundry and Linen Service,S300002,03100,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_26,S3_2_C4_32,Housekeeping,S300002,03200,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_2601,S3_2_C4_33,Housekeeping under contract  ,S300002,03300,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_27,S3_2_C4_34,Dietary,S300002,03400,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_2701,S3_2_C4_35,Dietary under contract ,S300002,03500,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_28,S3_2_C4_36,Cafeteria,S300002,03600,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_29,S3_2_C4_37,Maintenance of Personnel,S300002,03700,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_30,S3_2_C4_38,Nursing Administration,S300002,03800,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_31,S3_2_C4_39,Central Services and Supply,S300002,03900,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_32,S3_2_C4_40,Pharmacy   ,S300002,04000,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_33,S3_2_C4_41,Medical Records & Med Records Library,S300002,04100,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_34,S3_2_C4_42,Social Service,S300002,04200,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_2_C3_35,S3_2_C4_43,Other General Service,S300002,04300,00400
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_1 ,S3_2_C5_1 ,Total Salaries,S300002,00100,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_2,S3_2_C5_2 ,Non-Physician Anesthetist Part A,S300002,00200,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_3,S3_2_C5_3,Non-Physician Anesthetist Part B,S300002,00300,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_4,S3_2_C5_4,Physician-Part A,S300002,00400,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_5,S3_2_C5_5 ,Physician-Part B,S300002,00500,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_501,S3_2_C5_6,Non-Physician Part B,S300002,00600,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_6,S3_2_C5_7,Interns & Residents,S300002,00700,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_7,S3_2_C5_8,Home Office Personnel,S300002,00800,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_8,S3_2_C5_9 ,SNF,S300002,00900,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_801,S3_2_C5_10,Excluded Area Salaries,S300002,01000,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_9,S3_2_C5_11,Contract Labor,S300002,01100,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_903,S3_2_C5_12,Management and Administrative Services,S300002,01200,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_10,S3_2_C5_13,Contract Labor:  Physician Part A,S300002,01300,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_11,S3_2_C5_14 ,Home Office Salaries & Wage Related Csts,S300002,01400,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_12,S3_2_C5_15,Home Office:  Physician Part A,S300002,01500,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_1201,S3_2_C5_16,Teaching Physician Salaries,S300002,01600,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_21,S3_2_C5_26 ,Employee Benefits,S300002,02600,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_22,S3_2_C5_27 ,Administrative and General,S300002,02700,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_2201,S3_2_C5_28 ,Administrative and General under Contract,S300002,02800,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_23,S3_2_C5_29,Admin & Gen Under Contract,S300002,02900,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_24,S3_2_C5_30,Operation of Plant,S300002,03000,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_25,S3_2_C5_31,Laundry and Linen Service,S300002,03100,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_26,S3_2_C5_32,Housekeeping,S300002,03200,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_2601,S3_2_C5_33,Housekeeping under Contract,S300002,03300,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_27,S3_2_C5_34,Dietary   ,S300002,03400,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_2701,S3_2_C5_35,Dietary under Contract,S300002,03500,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_28,S3_2_C5_36,Cafeteria,S300002,03600,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_29,S3_2_C5_37,Maintenance of Personnel,S300002,03700,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_30,S3_2_C5_38,Nursing Administration,S300002,03800,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_31,S3_2_C5_39,Central Services and Supply,S300002,03900,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_32,S3_2_C5_40,Pharmacy   ,S300002,04000,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_33,S3_2_C5_41,Medical Records & Med Records Library,S300002,04100,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_34,S3_2_C5_42,Social Service,S300002,04200,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_2_C4_35,S3_2_C5_43,Other General Service,S300002,04300,00500
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_1 ,S3_2_C6_1 ,Total Salaries,S300002,00100,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_2,S3_2_C6_2 ,Non-Physician Anesthetist Part A,S300002,00200,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_3,S3_2_C6_3,Non-Physician Anesthetist Part B,S300002,00300,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_4,S3_2_C6_4,Physician-Part A,S300002,00400,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_5,S3_2_C6_5 ,Physician-Part B,S300002,00500,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_501,S3_2_C6_6,Non-Physician Part B,S300002,00600,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_6,S3_2_C6_7,Interns & Residents,S300002,00700,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_7,S3_2_C6_8,Home Office Personnel,S300002,00800,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_8,S3_2_C6_9 ,SNF,S300002,00900,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_801,S3_2_C6_10,Excluded Area Salaries,S300002,01000,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_9,S3_2_C6_11,Contract Labor,S300002,01100,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_903,S3_2_C6_12,Management and Administrative Services,S300002,01200,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_10,S3_2_C6_13,Contract Labor:  Physician Part A,S300002,01300,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_11,S3_2_C6_14 ,Home Office Salaries & Wage Related Csts,S300002,01400,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_11,S3_2_C6_1401,Home Office Salaries,S300002,01401,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_11,S3_2_C6_1402,Related Salaries ,S300002,01402,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_12,S3_2_C6_15,Home Office:  Physician Part A,S300002,01500,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_1201,S3_2_C6_16,Teaching Physician Salaries,S300002,01600,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_21,S3_2_C6_26 ,Employee Benefits,S300002,02600,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_22,S3_2_C6_27 ,Administrative and General,S300002,02700,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_2201,S3_2_C6_28 ,Administrative and General under Contract,S300002,02800,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_23,S3_2_C6_29,Admin & Gen Under Contract,S300002,02900,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_24,S3_2_C6_30,Operation of Plant,S300002,03000,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_25,S3_2_C6_31,Laundry and Linen Service,S300002,03100,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_26,S3_2_C6_32,Housekeeping,S300002,03200,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_2601,S3_2_C6_33,Housekeeping under Contract,S300002,03300,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_27,S3_2_C6_34,Dietary,S300002,03400,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_2701,S3_2_C6_35,Dietary under Contract,S300002,03500,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_28,S3_2_C6_36,Cafeteria,S300002,03600,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_29,S3_2_C6_37,Maintenance of Personnel,S300002,03700,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_30,S3_2_C6_38,Nursing Administration,S300002,03800,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_31,S3_2_C6_39,Central Services and Supply,S300002,03900,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_32,S3_2_C6_40,Pharmacy   ,S300002,04000,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_33,S3_2_C6_41,Medical Records & Med Records Library,S300002,04100,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_34,S3_2_C6_42,Social Service,S300002,04200,00600
"2552-10 WORKSHEET S-3, PART II",HOSPITAL WAGE INDEX DATA,AVERAGE HOURLY WAGE,NUMERIC,S3_2_C5_35,S3_2_C6_43,Other General Service,S300002,04300,00600
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,AMOUNT REPORTED,NUMERIC,S3_3_C2_1,S3_3_C2_1,Net Salaries,S300003,00100,00200
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,AMOUNT REPORTED,NUMERIC,S3_3_C2_2,S3_3_C2_2,Excluded Area Salaries,S300003,00200,00200
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,AMOUNT REPORTED,NUMERIC,S3_3_C2_3,S3_3_C2_3,Subtotal Salaries,S300003,00300,00200
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,AMOUNT REPORTED,NUMERIC,S3_3_C2_4,S3_3_C2_4,Subtotal Other Wages and Related Csts,S300003,00400,00200
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,AMOUNT REPORTED,NUMERIC,S3_3_C2_5,S3_3_C2_5,Subtotal Wage Related Csts,S300003,00500,00200
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,AMOUNT REPORTED,NUMERIC,S3_3_C2_6,S3_3_C2_6,Total,S300003,00600,00200
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,AMOUNT REPORTED,NUMERIC,S3_3_C2_13,S3_3_C2_7,Total Overhead Costs,S300003,00700,00100
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_3_C3_1,S3_3_C4_1,Net Salaries,S300003,00100,00400
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_3_C3_2,S3_3_C4_2,Excluded Area Salaries,S300003,00200,00400
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_3_C3_3,S3_3_C4_3,Subtotal Salaries,S300003,00300,00400
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_3_C3_4,S3_3_C4_4,Subtotal Other Wages and Related Csts,S300003,00400,00400
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_3_C3_5,S3_3_C4_5,Subtotal Wage Related Csts,S300003,00500,00400
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_3_C3_6,S3_3_C4_6,Total,S300003,00600,00400
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,ADJUSTED SALARIES,NUMERIC,S3_3_C3_13,S3_3_C4_7,Total Overhead Costs,S300003,00700,00400
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_3_C4_1,S3_3_C5_1,Net Salaries,S300003,00100,00500
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_3_C4_2,S3_3_C5_2,Excluded Area Salaries,S300003,00200,00500
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_3_C4_3,S3_3_C5_3,Subtotal Salaries,S300003,00300,00500
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_3_C4_4,S3_3_C5_4,Subtotal Other Wages and Related Csts,S300003,00400,00500
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_3_C4_5,S3_3_C5_5,Subtotal Wage Related Csts,S300003,00500,00500
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_3_C4_6,S3_3_C5_6,Total,S300003,00600,00500
"2552-10 WORKSHEET S-3, PART III",HOSPITAL WAGE INDEX DATA,PAID HOURS RELATED TO SALARIES,NUMERIC,S3_3_C4_13,S3_3_C5_7,Total Overhead Costs,S300003,00700,00500
